MSCI US Equity,MSCI INC,8473985024,,New York,,Financials
AOS US Equity,SMITH (A.O.)CORP,8461139456,,New York,,Industrials
PNW US Equity,PINNACLE WEST,8457064960,,New York,,Utilities
VRSN US Equity,VERISIGN INC,8436690944,,NASDAQ GS,,Information Technology
ALK US Equity,ALASKA AIR GROUP,8395967488,,New York,,Industrials
BR US Equity,BROADRIDGE FINL,8388264960,,New York,,Information Technology
ENIA US Equity,ENERSIS AMER-ADR,8385045504,,New York,,Utilities
VAL US Equity,VALSPAR CORP/THE,8382928896,,New York,,Materials
LEA US Equity,LEAR CORP,8372289536,,New York,,Consumer Discretionary
CNCO US Equity,CENCOSUD - ADR,8347536384,,New York,,Consumer Staples
SHI US Equity,SINOPEC SHA-ADR,8346308096,,New York,,Materials
ANSS US Equity,ANSYS INC,8343305216,,NASDAQ GS,,Information Technology
KORS US Equity,MICHAEL KORS HOL,8317043712,,New York,,Consumer Discretionary
UNM US Equity,UNUM GROUP,8311050240,,New York,,Financials
EEP US Equity,ENBRIDGE ENERGY,8302688256,,New York,,Energy
Y US Equity,ALLEGHANY CORP,8300603904,,New York,,Financials
CMA US Equity,COMERICA INC,8274284544,,New York,,Financials
VIPS US Equity,VIPSHOP HOLDINGS,8265446400,,New York,,Consumer Discretionary
SNI US Equity,SCRIPPS NET-CL A,8237092352,,NASDAQ GS,,Consumer Discretionary
KT US Equity,KT CORP-ADR,8235466240,,New York,,Telecommunication Services
RJF US Equity,RAYMOND JAMES,8230433280,,New York,,Financials
MELI US Equity,MERCADOLIBRE INC,8220330496,,NASDAQ GS,,Information Technology
FFIV US Equity,F5 NETWORKS,8202092544,,NASDAQ GS,,Information Technology
TFX US Equity,TELEFLEX INC,8172709376,,New York,,Health Care
NWSA US Equity,NEWS CORP-CL A,8149433856,,NASDAQ GS,,Consumer Discretionary
NWS US Equity,NEWS CORP-CL B,8149433856,,NASDAQ GS,,Consumer Discretionary
MBT US Equity,MOBILE TELES-ADR,8133412864,,New York,,Telecommunication Services
WGP US Equity,WESTERN GAS EQUI,8126395904,,New York,,Energy
NCLH US Equity,NORWEGIAN CRUISE,8087548928,,NASDAQ GS,,Consumer Discretionary
RE US Equity,EVEREST RE GROUP,8068928512,,New York,,Financials
AES US Equity,AES CORP,8060664320,,New York,,Utilities
UGI US Equity,UGI CORP,8005705216,,New York,,Utilities
RDY US Equity,DR REDDY'S-ADR,8005155840,,New York,,Health Care
SABR US Equity,SABRE CORP,7977826816,,NASDAQ GS,,Information Technology
AR US Equity,ANTERO RESOURCES,7962312192,,New York,,Energy
RAD US Equity,RITE AID CORP,7961621504,,New York,,Consumer Staples
SPB US Equity,SPECTRUM BRANDS,7927544320,,New York,,Consumer Staples
SPLK US Equity,SPLUNK INC,7891735552,,NASDAQ GS,,Information Technology
DRI US Equity,DARDEN RESTAURAN,7867026432,,New York,,Consumer Discretionary
ACH US Equity,ALUMINUM COR-ADR,7834105344,,New York,,Materials
CPT US Equity,CAMDEN PROP TR,7831257600,,New York,,Real Estate
WR US Equity,WESTAR ENERGY IN,7831089152,,New York,,Utilities
KSS US Equity,KOHLS CORP,7817685504,,New York,,Consumer Discretionary
GT US Equity,GOODYEAR TIRE,7802580480,,NASDAQ GS,,Consumer Discretionary
MNK US Equity,MALLINCKRODT,7800598528,,New York,,Health Care
HII US Equity,HUNTINGTON INGAL,7800166400,,New York,,Industrials
TMK US Equity,TORCHMARK CORP,7794533376,,New York,,Financials
NI US Equity,NISOURCE INC,7774332416,,New York,,Utilities
WYN US Equity,WYNDHAM WORLDWID,7768161280,,New York,,Consumer Discretionary
VEDL US Equity,VEDANTA LTD-ADR,7730440704,,New York,,Materials
DXCM US Equity,DEXCOM,7724842496,,NASDAQ GS,,Health Care
APO US Equity,APOLLO GLOBAL,7701039104,,New York,,Financials
ATO US Equity,ATMOS ENERGY,7681626112,,New York,,Utilities
ALGN US Equity,ALIGN TECHNOLOGY,7666860544,,NASDAQ GS,,Health Care
CCK US Equity,CROWN HOLDINGS I,7658443776,,New York,,Materials
VIP US Equity,VIMPELCOM LT-ADR,7608169984,,NASDAQ GS,,Telecommunication Services
CDNS US Equity,CADENCE DESIGN,7574503424,,NASDAQ GS,,Information Technology
AMG US Equity,AFFIL MANAGERS,7566328832,,New York,,Financials
IT US Equity,GARTNER INC,7554102272,,New York,,Information Technology
FANG US Equity,DIAMONDBACK ENER,7520979968,,NASDAQ GS,,Energy
BWA US Equity,BORGWARNER INC,7520729088,,New York,,Consumer Discretionary
PKG US Equity,PACKAGING CORP,7507356160,,New York,,Materials
AER US Equity,AERCAP HOLDINGS,7486706688,,New York,,Industrials
NYCB US Equity,NY COMM BANCORP,7481362944,,New York,,Financials
CPL US Equity,CPFL ENERGIA-ADR,7476583936,,New York,,Utilities
NNN US Equity,NATIONAL RETAIL,7470693376,,New York,,Real Estate
TKC US Equity,TURKCELL ILE-ADR,7453599744,,New York,,Telecommunication Services
SEIC US Equity,SEI INVESTMENTS,7419389952,,NASDAQ GS,,Financials
MIDD US Equity,MIDDLEBY CORP,7407669248,,NASDAQ GS,,Industrials
FDS US Equity,FACTSET RESEARCH,7379074560,,New York,,Financials
HDS US Equity,HD SUPPLY HOLDIN,7378448896,,NASDAQ GS,,Industrials
QRVO US Equity,QORVO INC,7366831104,,NASDAQ GS,,Information Technology
RPM US Equity,RPM INTL INC,7364579328,,New York,,Materials
CIT US Equity,CIT GROUP INC,7348471808,,New York,,Financials
ASH US Equity,ASHLAND INC,7348392448,,New York,,Materials
TRGP US Equity,TARGA RESOURCES,7343404544,,New York,,Energy
JAZZ US Equity,JAZZ PHARMACEUTI,7314700288,,NASDAQ GS,,Health Care
CDW US Equity,CDW CORP/DE,7311567872,,NASDAQ GS,,Information Technology
DPZ US Equity,DOMINO'S PIZZA,7286908416,,New York,,Consumer Discretionary
JHX US Equity,JAMES HARDIE-ADR,7285587968,,New York,,Materials
SQM US Equity,QUIMICA Y-SP ADR,7273153024,,New York,,Materials
FLR US Equity,FLUOR CORP,7260409856,,New York,,Industrials
ETFC US Equity,E*TRADE FINANCIA,7247184896,,NASDAQ GS,,Financials
MAA US Equity,MID-AMERICA APAR,7238431232,,New York,,Real Estate
FLEX US Equity,FLEXTRONICS INTL,7232911872,,NASDAQ GS,,Information Technology
WRB US Equity,WR BERKLEY CORP,7220473856,,New York,,Financials
WES US Equity,WESTERN GAS PART,7210764800,,New York,,Energy
PE US Equity,PARSLEY ENERGY-A,7199355904,,New York,,Energy
YNDX US Equity,YANDEX NV-A,7185632768,,NASDAQ GS,,Information Technology
AIV US Equity,APARTMENT INVEST,7176028160,,New York,,Real Estate
PHM US Equity,PULTEGROUP INC,7174785024,,New York,,Consumer Discretionary
IEX US Equity,IDEX CORP,7158586880,,New York,,Industrials
SRCL US Equity,STERICYCLE INC,7156281344,,NASDAQ GS,,Industrials
MHG US Equity,MARINE HARVE-ADR,7151861248,,New York,,Consumer Staples
BBBY US Equity,BED BATH &BEYOND,7134609408,,NASDAQ GS,,Consumer Discretionary
ZAYO US Equity,ZAYO GROUP HOLDI,7121762816,,New York,,Telecommunication Services
H US Equity,HYATT HOTELS-A,7094681600,,New York,,Consumer Discretionary
LII US Equity,LENNOX INTL INC,7093002752,,New York,,Industrials
OHI US Equity,OMEGA HEALTHCARE,7085763072,,New York,,Real Estate
GLPI US Equity,GAMING AND LEISU,7070546944,,NASDAQ GS,,Real Estate
URI US Equity,UNITED RENTALS,7061758464,,New York,,Industrials
PAGP US Equity,PLAINS GP HOLD-A,7057735680,,New York,,Energy
WPC US Equity,WP CAREY INC,7033407488,,New York,,Real Estate
ITC US Equity,ITC HOLDINGS COR,7029041152,,New York,,Utilities
IEP US Equity,ICAHN ENTERPRISE,7025532928,,NASDAQ GS,,Industrials
JKHY US Equity,JACK HENRY,6984985600,,NASDAQ GS,,Information Technology
AU US Equity,ANGLOGOLD AS-ADR,6982075904,,New York,,Materials
CSGP US Equity,COSTAR GROUP INC,6946012672,,NASDAQ GS,,Information Technology
AVY US Equity,AVERY DENNISON,6943292416,,New York,,Materials
ALLE US Equity,ALLEGION PLC,6942053376,,New York,,Industrials
MPEL US Equity,MELCO CROWN-ADR,6941649920,,NASDAQ GS,,Consumer Discretionary
RGA US Equity,REINSURANCE GROU,6933198848,,New York,,Financials
LEG US Equity,LEGGETT & PLATT,6929536512,,New York,,Consumer Discretionary
DDR US Equity,DDR CORP,6929147904,,New York,,Real Estate
AXTA US Equity,AXALTA COATING S,6927604736,,New York,,Materials
WAB US Equity,WABTEC CORP,6908639744,,New York,,Industrials
CSC US Equity,COMPUTER SCIENCE,6892160512,,New York,,Information Technology
RRC US Equity,RANGE RESOURCES,6883556864,,New York,,Energy
SWN US Equity,SOUTHWESTRN ENGY,6873835520,,New York,,Energy
LUK US Equity,LEUCADIA NATL,6858262016,,New York,,Financials
ALKS US Equity,ALKERMES PLC,6838238208,,NASDAQ GS,,Health Care
TRMB US Equity,TRIMBLE NAVIG,6834867712,,NASDAQ GS,,Information Technology
YPF US Equity,YPF SA-ADR,6827910144,,New York,,Energy
OAK US Equity,OAKTREE CAPITAL,6827368960,,New York,,Financials
UHAL US Equity,AMERCO,6818412032,,NASDAQ GS,,Industrials
WUBA US Equity,58.COM-ADR,6798422016,,New York,,Information Technology
CSL US Equity,CARLISLE COS INC,6781609984,,New York,,Industrials
WLK US Equity,WESTLAKE CHEMICA,6772715520,,New York,,Materials
EQGP US Equity,EQT GP HOLDINGS,6752606208,,New York,,Energy
SSNC US Equity,SS&C TECHNOLOGIE,6740127744,,NASDAQ GS,,Information Technology
WF US Equity,WOORI BANK - ADR,6732959744,,New York,,Financials
ELS US Equity,EQUITY LIFESTYLE,6726513664,,New York,,Real Estate
MIC US Equity,MACQUARIE INFRAS,6691645440,,New York,,Industrials
KRC US Equity,KILROY REALTY,6679339008,,New York,,Real Estate
DKS US Equity,DICK'S SPORTING,6665259008,,New York,,Consumer Discretionary
ACC US Equity,AMERICAN CAMPUS,6651195392,,New York,,Real Estate
MRVL US Equity,MARVELL TECH GRP,6650712064,,NASDAQ GS,,Information Technology
STM US Equity,STMICROELECTR-NY,6640977920,,New York,,Information Technology
EDU US Equity,NEW ORIENTAL-ADR,6613128704,,New York,,Consumer Discretionary
NVR US Equity,NVR INC,6607548416,,New York,,Consumer Discretionary
ST US Equity,SENSATA TECHNOLO,6541151744,,New York,,Industrials
YZC US Equity,YANZHOU COAL-ADR,6535044608,,New York,,Energy
AFG US Equity,AMER FINL GROUP,6523091968,,New York,,Financials
TEAM US Equity,ATLASSIAN CORP-A,6512389632,,NASDAQ GS,,Information Technology
HP US Equity,HELMERICH & PAYN,6504501248,,New York,,Energy
MKTX US Equity,MARKETAXESS,6492239360,,NASDAQ GS,,Financials
SBS US Equity,SABESP-ADR,6486508544,,New York,,Utilities
SBNY US Equity,SIGNATURE BANK,6483150848,,NASDAQ GS,,Financials
AGNC US Equity,AMERICAN CAPITAL,6478571520,,NASDAQ GS,,Financials
EQM US Equity,EQT MIDSTREAM PA,6466012672,,New York,,Energy
SRC US Equity,SPIRIT REALTY,6394108928,,New York,,Real Estate
OC US Equity,OWENS CORNING,6370938880,,New York,,Industrials
FTNT US Equity,FORTINET INC,6360092672,,NASDAQ GS,,Information Technology
FLS US Equity,FLOWSERVE CORP,6358630912,,New York,,Industrials
FMC US Equity,FMC CORP,6357274112,,New York,,Materials
ZION US Equity,ZIONS BANCORP,6352283648,,NASDAQ GS,,Financials
ROL US Equity,ROLLINS INC,6350351872,,New York,,Industrials
JEC US Equity,JACOBS ENGIN GRP,6344623104,,New York,,Industrials
ENLK US Equity,ENLINK MIDSTREAM,6333926400,,New York,,Energy
SGEN US Equity,SEATTLE GENETICS,6292326912,,NASDAQ GS,,Health Care
TSU US Equity,TIM PARTICIP-ADR,6285000192,,New York,,Telecommunication Services
FTI US Equity,FMC TECHNOLOGIES,6281446400,,New York,,Energy
FCE/B US Equity,FOREST CITY RE-B,6262909440,,New York,,Real Estate
FCE/A US Equity,FOREST CITY RE-A,6262909440,,New York,,Real Estate
OGE US Equity,OGE ENERGY CORP,6262655488,,New York,,Utilities
Z US Equity,ZILLOW GRO-C,6252639744,,NASDAQ GS,,Information Technology
ZG US Equity,ZILLOW GROUP I-A,6252639744,,NASDAQ GS,,Information Technology
EOCC US Equity,ENDESA-ADR (CHL),6236067328,,New York,,Utilities
MD US Equity,MEDNAX INC,6228605440,,New York,,Health Care
QGEN US Equity,QIAGEN NV,6204943872,,NASDAQ GS,,Health Care
SIG US Equity,SIGNET JEWELERS,6198823936,,New York,,Consumer Discretionary
ULTI US Equity,ULTIMATE SOFTWAR,6169876992,,NASDAQ GS,,Information Technology
LDOS US Equity,LEIDOS HOLDINGS,6166872064,,New York,,Information Technology
WST US Equity,WEST PHARMACEUT,6152508416,,New York,,Health Care
LAMR US Equity,LAMAR ADVERTIS-A,6137942528,,NASDAQ GS,,Real Estate
LPT US Equity,LIBERTY PROP,6136585216,,New York,,Real Estate
TYL US Equity,TYLER TECHNOLOG,6136439808,,New York,,Information Technology
TRU US Equity,TRANSUNION,6134088704,,New York,,Industrials
STE US Equity,STERIS PLC,6116553216,,New York,,Health Care
BKFS US Equity,BLACK KNIGHT F-A,6084488192,,New York,,Information Technology
PF US Equity,PINNACLE FOODS I,6069826560,,New York,,Consumer Staples
CF US Equity,CF INDUSTRIES HO,6047389696,,New York,,Materials
HUBB US Equity,HUBBELL INC,6019738624,,New York,,Industrials
ENBL US Equity,ENABLE MIDSTREAM,6018018816,,New York,,Energy
WBC US Equity,WABCO HOLDINGS,6005556224,,New York,,Industrials
HAR US Equity,HARMAN INTL,6000644608,,New York,,Consumer Discretionary
BURL US Equity,BURLINGTON STORE,5991852544,,New York,,Consumer Discretionary
PPC US Equity,PILGRIM'S PRIDE,5991275520,,NASDAQ GS,,Consumer Staples
POST US Equity,POST HOLDINGS IN,5986313216,,New York,,Consumer Staples
AMD US Equity,ADV MICRO DEVICE,5974639104,,NASDAQ CM,,Information Technology
ARW US Equity,ARROW ELECTRONIC,5954192896,,New York,,Information Technology
SPR US Equity,SPIRIT AEROSYS-A,5953098752,,New York,,Industrials
ALNY US Equity,ALNYLAM PHARMACE,5929573376,,NASDAQ GS,,Health Care
STLD US Equity,STEEL DYNAMICS,5928274944,,NASDAQ GS,,Materials
KAR US Equity,KAR AUCTION SERV,5896870400,,New York,,Industrials
ODFL US Equity,OLD DOMINION FRT,5874223616,,NASDAQ GS,,Industrials
PKI US Equity,PERKINELMER INC,5848628736,,New York,,Health Care
MTN US Equity,VAIL RESORTS,5836052480,,New York,,Consumer Discretionary
WOOF US Equity,VCA INC,5819111936,,NASDAQ GS,,Health Care
SIVB US Equity,SVB FINANCIAL GR,5811553792,,NASDAQ GS,,Financials
VOYA US Equity,VOYA FINANCIAL I,5808701952,,New York,,Financials
EGN US Equity,ENERGEN CORP,5771778560,,New York,,Energy
COMM US Equity,COMMSCOPE HOLDIN,5754108928,,NASDAQ GS,,Information Technology
DEI US Equity,DOUGLAS EMMETT,5742346752,,New York,,Real Estate
NDSN US Equity,NORDSON CORP,5737610752,,NASDAQ GS,,Industrials
SINA US Equity,SINA CORP,5720182272,,NASDAQ GS,,Information Technology
HLF US Equity,HERBALIFE LTD,5699801600,,New York,,Consumer Staples
LVNTB US Equity,LIBERTY VENTUR-B,5677338112,,NASDAQ GS,,Consumer Discretionary
LVNTA US Equity,LIBERTY VENTUR-A,5677338112,,NASDAQ GS,,Consumer Discretionary
PAC US Equity,GRUPO AEROPO-ADR,5669466112,,New York,,Industrials
CPRT US Equity,COPART INC,5652881408,,NASDAQ GS,,Industrials
ANET US Equity,ARISTA NETWORKS,5640545280,,New York,,Information Technology
BERY US Equity,BERRY PLASTICS G,5589952000,,New York,,Materials
CBOE US Equity,CBOE HOLDINGS IN,5570482176,,NASDAQ GS,,Financials
SPLS US Equity,STAPLES INC,5567624704,,NASDAQ GS,,Consumer Discretionary
GRA US Equity,WR GRACE & CO,5548697600,,New York,,Materials
MGP US Equity,MGM GROWTH PRO-A,5525095936,,New York,,Real Estate
STWD US Equity,STARWOOD PROPERT,5510819840,,New York,,Financials
LYV US Equity,LIVE NATION ENTE,5497515008,,New York,,Consumer Discretionary
WTR US Equity,AQUA AMERICA INC,5493682176,,New York,,Utilities
VEEV US Equity,VEEVA SYSTEMS-A,5490304512,,New York,,Health Care
SHLX US Equity,SHELL MIDSTREAM,5480882176,,New York,,Energy
USFD US Equity,US FOODS HOLDING,5460066304,,New York,,Consumer Staples
SNH US Equity,SENIOR HOUSING,5443134464,,NASDAQ GS,,Real Estate
AIZ US Equity,ASSURANT INC,5432848896,,New York,,Financials
ARRS US Equity,ARRIS INTERNATIO,5424706048,,NASDAQ GS,,Information Technology
ERIE US Equity,ERIE INDEMNITY-A,5421936640,,NASDAQ GS,,Financials
TARO US Equity,TARO PHARM INDUS,5412840960,,New York,,Health Care
JLL US Equity,JONES LANG LASAL,5398487552,,New York,,Real Estate
EWBC US Equity,EAST WEST BNCRP,5398104064,,NASDAQ GS,,Financials
BAK US Equity,BRASKEM SA-ADR,5391389696,,New York,,Materials
PII US Equity,POLARIS INDS,5379776512,,New York,,Consumer Discretionary
THS US Equity,TREEHOUSE FOODS,5357510144,,New York,,Consumer Staples
FTR US Equity,FRONTIER COMMUNI,5349203968,,NASDAQ GS,,Telecommunication Services
GDDY US Equity,GODADDY INC-A,5342748672,,New York,,Information Technology
UTHR US Equity,UNITED THERAPEUT,5342626816,,NASDAQ GS,,Health Care
TTC US Equity,TORO CO,5326819840,,New York,,Industrials
AVT US Equity,AVNET INC,5326434304,,New York,,Information Technology
ENIC US Equity,ENERSIS CHILE SA,5321656320,,New York,,Utilities
AMH US Equity,AMERICAN HOMES-A,5320538112,,New York,,Real Estate
WRI US Equity,WEINGARTEN RLTY,5316548608,,New York,,Real Estate
BRO US Equity,BROWN & BROWN,5312821248,,New York,,Financials
WSO US Equity,WATSCO INC,5302825472,,New York,,Industrials
WSO/B US Equity,WATSCO INC -B,5302825472,,New York,,Industrials
BEAV US Equity,B/E AEROSPACE IN,5296698880,,NASDAQ GS,,Industrials
SUI US Equity,SUN COMMUNITIES,5290668032,,New York,,Real Estate
HIW US Equity,HIGHWOODS PROP,5278690816,,New York,,Real Estate
SON US Equity,SONOCO PRODUCTS,5273476608,,New York,,Materials
RS US Equity,RELIANCE STEEL,5259138560,,New York,,Materials
PACW US Equity,PACWEST BANCORP,5249978880,,NASDAQ GS,,Financials
NEU US Equity,NEWMARKET CORP,5234971648,,New York,,Materials
CASY US Equity,CASEY'S GENERAL,5224031232,,NASDAQ GS,,Consumer Staples
IM US Equity,INGRAM MICRO INC,5220124160,,New York,,Information Technology
SCI US Equity,SERVICE CORP INT,5212520448,,New York,,Consumer Discretionary
OPK US Equity,OPKO HEALTH,5195027456,,NASDAQ GS,,Health Care
KEYS US Equity,KEYSIGHT TEC,5172881408,,New York,,Information Technology
AXS US Equity,AXIS CAPITAL,5167473152,,New York,,Financials
TFSL US Equity,TFS FINANCIAL CO,5167431680,,NASDAQ GS,,Financials
ARCC US Equity,ARES CAPITAL COR,5145705984,,NASDAQ GS,,Financials
PNRA US Equity,PANERA BREAD-A,5137412096,,NASDAQ GS,,Consumer Discretionary
JBLU US Equity,JETBLUE AIRWAYS,5129613312,,NASDAQ GS,,Industrials
CHK US Equity,CHESAPEAKE ENERG,5127909888,,New York,,Energy
PSXP US Equity,PHILLIPS 66 PART,5124598272,,New York,,Energy
GNTX US Equity,GENTEX CORP,5122085376,,NASDAQ GS,,Consumer Discretionary
RGLD US Equity,ROYAL GOLD INC,5116687360,,NASDAQ GS,,Materials
TOL US Equity,TOLL BROTHERS,5094696960,,New York,,Consumer Discretionary
DCI US Equity,DONALDSON CO INC,5093449216,,New York,,Industrials
SERV US Equity,SERVICEMASTER GL,5089586176,,New York,,Consumer Discretionary
PBCT US Equity,PEOPLE'S UNITED,5082164736,,NASDAQ GS,,Financials
XRS US Equity,TAL EDUCATIO-ADR,5081864192,,New York,,Consumer Discretionary
EPR US Equity,EPR PROPERTIES,5063387648,,New York,,Real Estate
WCG US Equity,WELLCARE HEALTH,5058970624,,New York,,Health Care
ABMD US Equity,ABIOMED INC,5053522432,,NASDAQ GS,,Health Care
BUFF US Equity,BLUE BUFFALO PET,5052153856,,NASDAQ GS,,Consumer Staples
ORI US Equity,OLD REPUB INTL,5052077568,,New York,,Financials
CG US Equity,CARLYLE GROUP/TH,5050369024,,NASDAQ GS,,Financials
CUBE US Equity,CUBESMART,5048871936,,New York,,Real Estate
WFT US Equity,WEATHERFORD INTE,5036371968,,New York,,Energy
SMG US Equity,SCOTTS MIRACLE-A,5034615296,,New York,,Materials
MIK US Equity,MICHAELS COS INC,5023839232,,NASDAQ GS,,Consumer Discretionary
DNB US Equity,DUN & BRADSTREET,5022701568,,New York,,Industrials
LILAK US Equity,LIBERTY LILAC-C,5016327680,,NASDAQ GS,,Consumer Discretionary
LILA US Equity,LIBERTY LILAC-A,5016327680,,NASDAQ GS,,Consumer Discretionary
DLB US Equity,DOLBY LABORATO-A,5012438016,,New York,,Information Technology
RHI US Equity,ROBERT HALF INTL,5010397184,,New York,,Industrials
PTC US Equity,PTC INC,5007486464,,NASDAQ GS,,Information Technology
BMS US Equity,BEMIS CO,5003578368,,New York,,Materials
G US Equity,GENPACT LTD,5002020352,,New York,,Information Technology
ATR US Equity,APTARGROUP INC,4981969920,,New York,,Materials
RNR US Equity,RENAISSANCERE,4969305088,,New York,,Financials
HPT US Equity,HOSPITALITY PROP,4966201344,,NASDAQ GS,,Real Estate
MAN US Equity,MANPOWERGROUP IN,4958949376,,New York,,Industrials
CLB US Equity,CORE LABS NV,4954019840,,New York,,Energy
AN US Equity,AUTONATION INC,4938054656,,New York,,Consumer Discretionary
NFG US Equity,NATL FUEL GAS CO,4936978432,,New York,,Utilities
CBSH US Equity,COMMERCE BCSHS,4926681088,,NASDAQ GS,,Financials
CSAL US Equity,COMMUNICATION,4909834752,,NASDAQ GS,,Real Estate
AM US Equity,ANTERO MIDSTREAM,4888894976,,New York,,Energy
PNY US Equity,PIEDMONT NAT GAS,4883318784,,New York,,Utilities
TWLO US Equity,TWILIO INC - A,4872907264,,New York,,Information Technology
LAZ US Equity,LAZARD LTD-CL A,4870672896,,New York,,Financials
ATHN US Equity,ATHENAHEALTH INC,4863248384,,NASDAQ GS,,Health Care
TLLP US Equity,TESORO LOGISTICS,4837688320,,New York,,Energy
OZRK US Equity,BANK OZARKS,4803153408,,NASDAQ GS,,Financials
SMI US Equity,SEMICONDUCTOR-AD,4802004992,,New York,,Information Technology
TCO US Equity,TAUBMAN CENTERS,4780793856,,New York,,Real Estate
CRI US Equity,CARTER'S INC,4761729024,,New York,,Consumer Discretionary
HRB US Equity,H&R BLOCK INC,4743373312,,New York,,Consumer Discretionary
HHC US Equity,HOWARD HUGHE,4742234624,,New York,,Real Estate
ASR US Equity,GRUPO AEROPO-ADR,4736099840,,New York,,Industrials
EPC US Equity,EDGEWELL PERSONA,4727861248,,New York,,Consumer Staples
IGT US Equity,INTERNATIONAL GA,4724310528,,New York,,Consumer Discretionary
UMC US Equity,UNITED MICRO-ADR,4721495040,,New York,,Information Technology
FAF US Equity,FIRST AMERICAN F,4714567168,,New York,,Financials
ACM US Equity,AECOM,4712271872,,New York,,Industrials
MOMO US Equity,MOMO INC-ADR,4697117184,,NASDAQ GS,,Information Technology
IAC US Equity,IAC/INTERACTIVEC,4694986240,,NASDAQ GS,,Information Technology
HTA US Equity,HEALTHCARE TRU-A,4679011328,,New York,,Real Estate
MDU US Equity,MDU RES GROUP,4667774464,,New York,,Utilities
ALSN US Equity,ALLISON TRANSMIS,4662623232,,New York,,Industrials
GPK US Equity,GRAPHIC PACKAGIN,4655882240,,New York,,Materials
PDCO US Equity,PATTERSON COS,4651254272,,NASDAQ GS,,Health Care
WSM US Equity,WILLIAMS-SONOMA,4638710272,,New York,,Consumer Discretionary
IPGP US Equity,IPG PHOTONICS,4619516928,,NASDAQ GS,,Information Technology
MUR US Equity,MURPHY OIL CORP,4614936064,,New York,,Energy
QEP US Equity,QEP RESOURCES IN,4605221376,,New York,,Energy
NAVI US Equity,NAVIENT CORP,4590638080,,NASDAQ GS,,Financials
ON US Equity,ON SEMICONDUCTOR,4583528448,,NASDAQ GS,,Information Technology
TPX US Equity,TEMPUR SEALY INT,4576112128,,New York,,Consumer Discretionary
CFR US Equity,CULLEN/FROST,4572347392,,New York,,Financials
GWRE US Equity,GUIDEWIRE SOFTWA,4569661952,,New York,,Information Technology
EV US Equity,EATON VANCE CORP,4569509376,,New York,,Financials
BOKF US Equity,BOK FINL CORP,4566511616,,NASDAQ GS,,Financials
SPIL US Equity,SILICONWARE-ADR,4562352640,,NASDAQ GS,,Information Technology
OA US Equity,ORBITAL ATK INC,4560430592,,New York,,Industrials
MSM US Equity,MSC INDL DIRECT,4558481920,,New York,,Industrials
STOR US Equity,STORE CAPITAL,4542533120,,New York,,Real Estate
MSCC US Equity,MICROSEMI CORP,4539973120,,NASDAQ GS,,Information Technology
BAH US Equity,BOOZ ALLEN HAMIL,4539752448,,New York,,Information Technology
GFI US Equity,GOLD FIELDS-ADR,4534860288,,New York,,Materials
AFSI US Equity,AMTRUST FIN SERV,4534674432,,NASDAQ GS,,Financials
CNK US Equity,CINEMARK HOLDING,4532578304,,New York,,Consumer Discretionary
DNKN US Equity,DUNKIN' BRANDS G,4527545344,,NASDAQ GS,,Consumer Discretionary
PINC US Equity,PREMIER INC-CL A,4522074112,,NASDAQ GS,,Health Care
EQY US Equity,EQUITY ONE INC,4515847680,,New York,,Real Estate
ACHC US Equity,ACADIA HEALTHCAR,4511582208,,NASDAQ GS,,Health Care
BMA US Equity,BANCO MACRO -ADR,4495652864,,New York,,Financials
SIX US Equity,SIX FLAGS ENTERT,4494462976,,New York,,Consumer Discretionary
GGB US Equity,GERDAU SA-ADR,4483273728,,New York,,Materials
CPN US Equity,CALPINE CORP,4482061824,,New York,,Utilities
ENH US Equity,ENDURANCE SPECIA,4481840128,,New York,,Financials
SC US Equity,SANTANDER CONSUM,4458992128,,New York,,Financials
BIO/B US Equity,BIO-RAD LABS-B,4448380416,,New York,,Health Care
BIO US Equity,BIO-RAD LABS-A,4448380416,,New York,,Health Care
WEX US Equity,WEX INC,4447187968,,New York,,Information Technology
WPX US Equity,WPX ENERGY,4445372416,,New York,,Energy
DCT US Equity,DCT INDUSTRIAL T,4435355648,,New York,,Real Estate
TGNA US Equity,TEGNA INC,4427922944,,New York,,Consumer Discretionary
ITCB US Equity,ITAU CORPBANCA,4420362240,,New York,,Financials
MANH US Equity,MANHATTAN ASSOC,4420177920,,NASDAQ GS,,Information Technology
ENDP US Equity,ENDO INTERNATION,4415235584,,NASDAQ GS,,Health Care
DATA US Equity,TABLEAU SOFTWA-A,4401398272,,New York,,Information Technology
STR US Equity,QUESTAR CORP,4398284288,,New York,,Utilities
LFL US Equity,LATAM AIRLIN-ADR,4386204672,,New York,,Industrials
FEIC US Equity,FEI COMPANY,4372679168,,NASDAQ GS,,Information Technology
GSH US Equity,GUANGSHEN RA-ADR,4366238720,,New York,,Industrials
TSRO US Equity,TESARO INC,4359407616,,NASDAQ GS,,Health Care
HFC US Equity,HOLLYFRONTIER CO,4356506112,,New York,,Energy
MSG US Equity,MADISON SQUARE-A,4353843200,,New York,,Consumer Discretionary
UBNT US Equity,UBIQUITI NETWORK,4350587392,,NASDAQ GS,,Information Technology
CSRA US Equity,CSRA INC,4319779328,,New York,,Information Technology
LECO US Equity,LINCOLN ELECTRIC,4319751680,,NASDAQ GS,,Industrials
CAA US Equity,CALATLANTIC GROU,4317086208,,New York,,Consumer Discretionary
